Session,Type,Title,Speaker,Institute,Country,Abstract,Raw_Speaker_Data
,parallel,eA collisions at the Large Hadron-electron Collider,Unknown,Unknown,Unknown,"I will show the possibilities for electron-ion studies offered by the proposed electron-hadron collider at CERN, the Large Hadron-electron Collider [1]. After a short introduction on open problems at small x, I will briefly present the machine and detector. Then I will focus on small-x aspects in electron-nucleus collisions, first on inclusive measurements and the determination of nuclear parton densities, and then on diffraction. I will finish by discussing some opportunities for final state studies.

[1] M. Klein et al., Prospects for a Large Hadron Electron Collider (LHeC) at the LHC, EPAC'08, 11th European Parti cle Accelerator Conference, 23- 27 June 2008, Genoa, Italy; http://cern.ch/lhec.",
Global and collective dynamics,poster,Measurement of higher order flow harmonics in PbPb collisions at $\sqrt{s_{NN}}$ = 2.76 TeV by CMS,"CMS, Collaboration",UCLouvain,UK,"Collective flow is an important probe of the earliest stages in the expansion of the hot and dense matter created in relativistic heavy-ion collisions. Higher harmonics of the azimuthal distribution of emitted particles, in particular $v_3$ and $v_4$, complement $v_2$ measurements in elucidating the dynamical evolution of the bulk medium and providing constraints on its transport properties. With its large acceptance and broad rapidity coverage, the CMS detector is ideally suited to provide detailed analyses of higher order harmonic flow at the LHC. Measurements of $v_n$ (n = 3 to n = 6) in PbPb collisions at $\sqrt{s_{NN}}$ = 2.76 TeV using the cumulant and Lee-Yang zeros methods will be presented as a function of $p_T$ and centrality. The scaling of the higher order flow harmonics with initial participant eccentricity and the ratios of the flow harmonics, such as $v_4$/$v_{2}^2$, will be explored and discussed.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Collaboration', 'last_name': 'CMS', 'fullName': 'CMS, Collaboration', 'id': '1896895', 'affiliation': 'UCLouvain', 'emailHash': '4a1305931941953806cdbcc223cc30e6', 'db_id': 1896895, 'person_id': 2046897}"
Global and collective dynamics,poster,Identified particle flow methods in ALICE at the LHC,"Ivan, Christian",GSI,Germany,"The anisotropic flow of identified particles is an important observable to test the collective behavior of the dense matter created in heavy-ion collisions.
We report on the methods used on the first measurements of elliptic and triangular flow for charged pions, kaons, protons, neutral kaons and $Lambda$ in lead-lead collisions at $sqrt(s_{NN})$=2.76 TeV measured with the ALICE detector at the LHC. Scalar product and Q-Cumulant techniques were used to estimate the flow for charged (neutral) particles in |eta|<0.8 (0.5). The method presented for $K_{s}$ and $Lambda$ can be used for any decaying particle.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Christian', 'last_name': 'Ivan', 'fullName': 'Ivan, Christian', 'id': '1896808', 'affiliation': 'GSI', 'emailHash': '11e9aab86e77ac96ec34a234a292566c', 'db_id': 1896808, 'person_id': 2047087}"
New theoretical developments,poster,Soft-quark bremsstrahlung and energy losses,"Markov, Yuri",Institute for System Dynamics and Control Theory,Unknown,"Within the framework of a semiclassical approximation the general theory of calculation of effective currents and sources generating bremsstrahlung of an arbitrary number of soft quarks and soft gluons at collision of a high-energy color-charged particle with thermal partons in a hot quark-gluon plasma, is developed. For the case of one- and two-scattering thermal partons with radiation of one or two soft excitations, the effective currents and sources are calculated in an explicit form. In the model case of `frozen' medium, approximate expressions for energy losses induced by the most simple processes of  bremsstrahlung of soft quark and soft gluon, are derived.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Yuri', 'last_name': 'Markov', 'fullName': 'Markov, Yuri', 'id': '1897594', 'affiliation': 'Institute for System Dynamics and Control Theory', 'emailHash': '52849d9c1b662c88508abc56b37d0269', 'db_id': 1897594, 'person_id': 2047632}"
Jets,poster,Momentum broadening in weakly coupled quark-gluon plasmas,"Lekaveckas, Mindaugas",MIT,USA,Jet quenching parameter is an important quantity in order to understand energy losses in heavy ion collisions and to get insights into properties of deconfined quark-gluon plasmas. Soft Collinear Effective theory provides framework to define momentum broadening of probing quark/gluon and thus define jet quenching parameter as the expectation value of two space-like separated light-like Wilson lines which can be eval- uated for the desired medium. In this work we evaluate jet quenching parameter at weak coupling for quark-gluon plasmas in thermal equilibrium using Hard Thermal Loop resummed effective thermal field theory.,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Mindaugas', 'last_name': 'Lekaveckas', 'fullName': 'Lekaveckas, Mindaugas', 'id': '1897403', 'affiliation': 'MIT', 'emailHash': 'ab3898307a3b64eed14f981a9316602c', 'db_id': 1897403, 'person_id': 2047513}"
Correlations and fluctuations,poster,The Rise and Fall of the Ridge at RHIC and the LHC,"Sorensen, Paul",BNL,USA,"Recent data from heavy ion collisions at RHIC show unexpectedly large near-angle correlations that broaden longitudinally with increasing centrality. The amplitude of this ridge-like correlation rises rapidly, reaches a maximum, and then falls in the most central collisions. In this talk we explain how this centrality dependence arises from an interplay between initial state density fluctuations and the almond shape of the overlap region. We show that the disappearance of the almond shape in central collisions leads to the observed reduction in the near-side ridge, uniquely linking the ridge to initial-state coordinate-space anisotropies converted into final-state momentum-space correlations. We show how the width of the ridge is related to length scales in the expanding system and we provide a prediction for the ridge amplitude in Pb+Pb collisions at √sNN = 2.76 TeV.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Paul', 'last_name': 'Sorensen', 'fullName': 'Sorensen, Paul', 'id': '1897188', 'affiliation': 'BNL', 'emailHash': '9b09759a9c50bc0cc44b08c1b36c96b5', 'db_id': 1897188, 'person_id': 2046929}"
Jets,poster,Studies of ω(782) → π0γ → 3γ in p+p collisions at √s = 7 TeV with the ALICE electromagnetic calorimeters,"Wan, Renzhuo","IOPP-CCNU, Wuhan, China and IPHC-UDS, Strasbourg, France",Unknown,"ALICE electromagnetic calorimeters, PHOS (PHOton Spectrometer) and EMCAL (ElectroMagnetic CALorimeter), have the capability to detect and identify photons over a large pT range. The measurement of vector meson ω(782) to π0 γ channel thanks to the calorimeters is interesting both as a test of pQCD and as a probe to explore the properties of hot-dense matter created in heavy-ion collisions. Two complementary analysis techniques are explored: one is only based on the three photon invariant mass, while the other takes profit of the cluster shower shapes to constrain the analysis. Here we show the expected pT reach with these techniques. Prospects on the measurement of π0 γ invariant mass studies in pp collisions at √s = 7 TeV will also be presented.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Renzhuo', 'last_name': 'Wan', 'fullName': 'Wan, Renzhuo', 'id': '1896886', 'affiliation': 'IOPP-CCNU, Wuhan, China and IPHC-UDS, Strasbourg, France', 'emailHash': '1ebf91742a3b627000f455962b662363', 'db_id': 1896886, 'person_id': 2047153}"
Heavy flavor and quarkonia production,poster,Beauty in the QGP from the lattice,"Skullerud, Jon-Ivar",National University of Ireland Maynooth,Unknown,"We study the temperature dependence of bottomonium for temperatures in the range $0.4 T_c < T < 2.1 T_c$, using nonrelativistic dynamics for the bottom quark and full relativistic lattice QCD simulations for $N_f=2$ light flavors on a highly anisotropic lattice. We find that the $\Upsilon$ is insensitive to the temperature in this range, while the $\chi_b$ propagators show a crossover from the exponential decay characterizing the hadronic phase to a power-law behaviour consistent with nearly-free dynamics at $T\simeq2T_c$.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jon-Ivar', 'last_name': 'Skullerud', 'fullName': 'Skullerud, Jon-Ivar', 'id': '1896847', 'affiliation': 'National University of Ireland Maynooth', 'emailHash': '5d2ae97d5f34b84d7a42f924b93e9e56', 'db_id': 1896847, 'person_id': 2047120}"
Jets,poster,Neutral Pion production in PbPb collisions at sqrt(s_NN)=2.76 TeV measured by ALICE via photon conversions,"Lohner, Daniel",Ruprecht-Karls-Universitaet Heidelberg,Unknown,"The neutral pion yield is measured with ALICE by reconstructing photons
via their conversion into e+e- pairs. Transverse momentum spectra are
presented for pp and PbPb collisions as well as the resulting nuclear
modification factor R_AA. The pi0 yield is studied as a function of the
emission angle w.r.t. the reaction plane. At high transverse momentum
this provides insights into the path-length dependence of jet-quenching.
In addition, the reaction plane dependence of the nuclear modification
factor R_AA is presented.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Daniel', 'last_name': 'Lohner', 'fullName': 'Lohner, Daniel', 'id': '1896728', 'affiliation': 'Ruprecht-Karls-Universitaet Heidelberg', 'emailHash': 'b7b4255df021d1d93688f09e430b71c6', 'db_id': 1896728, 'person_id': 2047027}"
QCD phase diagram,poster,Search for the QCD critical point by higher moments of the net-charge multiplicity distribution,"SAHOO, NIHAR R",Variable Energy Cyclotron Centre,Unknown,"The Relativistic Heavy-Ion Collider (RHIC), at BNL, has undertaken 
its beam energy scan program in order to probe the QCD critical point. Theoretical calculations reveal that the higher moments of the multiplicity distribution of the conserved quantities like net-charge,
net-baryon, net-strangeness are related to the corresponding
susceptibilities and the correlation length of the system. These
quantities show deviation from monotonic behavior at the CP compared to the other region.

  Here we report the first measurement of the moments (standard deviation,skewness and kurtosis) of the net-charge multiplicity distribution measured by the STAR detector for wider range of energies. The energy and centrality dependance of these higher moments and their products will be presented for the 200 GeV, 39 GeV, 11.5 GeV and 7.7 GeV center of mass energies of the Au+Au collisions which correspond to the baryonic chemical potential from 20MeV to 550 MeV. Theoretical predictions, containing the non-CP physics, from the Hadron Resonance Gas models, HIJING and UrQMD models are compared with the data.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'NIHAR R', 'last_name': 'SAHOO', 'fullName': 'SAHOO, NIHAR R', 'id': '1897570', 'affiliation': 'Variable Energy Cyclotron Centre', 'emailHash': '93b3fb217d5cb4c667d8a139bafd6b60', 'db_id': 1897570, 'person_id': 2047619}"
Heavy flavor and quarkonia production,poster,Prompt and detached J/psi production in p–p collisions at Sqrt(s) = 7 TeV with the ALICE detector,"Di Giglio, Carmelo",Universita’ di Bari and INFN sezione di Bari,Unknown,"We will discuss the ALICE measurement preparation of the fraction of detached J/ψ (detected via its di-electron decay) coming from beauty hadrons semi-inclusive decays, i.e B → J/ψ + X.
The measurement relies on the combined use of the ALICE TPC for tracking and particle identification via dE/dx, the ITS for tracking and detection of displaced vertices and the TRD for particle identification.
Shown results are based on data collected in 2010 in proton-proton collisions at √s = 7 TeV.
With increasing statistics following ALICE forthcoming data–taking, the approach adopted will be also crucial for both extracting the prompt J/ψ contribution from the total J/ψ cross–section, and measuring the differential beauty production cross-section, down to very low transverse momentum.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Carmelo', 'last_name': 'Di Giglio', 'fullName': 'Di Giglio, Carmelo', 'id': '1897566', 'affiliation': 'Universita’ di Bari and INFN sezione di Bari', 'emailHash': '49f2f1ef92134fc601633fdd3a3d2dd3', 'db_id': 1897566, 'person_id': 2047616}"
Jets,poster,A data driven validation of the Pythia jet cross section in pp collisions at $\sqrt{s}$ = $2.76$ TeV,"Leon Vargas, Hermes",IKF Goethe-Universität Frankfurt am Main,Unknown,"Studies of the inclusive jet production in Pb-Pb collisions at $\sqrt{s}$ = $2.76$ TeV and its possible modification by the hot and dense medium, require a comparison of the measured jet spectrum to that from pp collisions at the same center of mass energy. The goal of our study is to validate a reference spectrum obtained via Pythia simulations, using jet cross section measurements at the Tevatron and the LHC.
We present comparisons of data driven extrapolations and interpolations with the predictions from Pythia6, using the tune Perugia-0.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Hermes', 'last_name': 'Leon Vargas', 'fullName': 'Leon Vargas, Hermes', 'id': '1897517', 'affiliation': 'IKF Goethe-Universität Frankfurt am Main', 'emailHash': '331cc98ab9f7d44261faf9ef97bcbb11', 'db_id': 1897517, 'person_id': 2047583}"
Global and collective dynamics,poster,Dynamical equilibration of strongly-interacting 'infinite' parton matter within a Parton-Hadron-String Dynamics (PHSD) transport approach,"Ozvenchuk, Vitalii",FIAS,Unknown,"I study the kinetic and chemical equilibration in `infinite' parton

matter within the Parton-Hadron-String Dynamics transport approach,

which is based on a dynamical quasiparticle model for partons

matched to reproduce lattice-QCD results -- including the partonic

equation of state -- in thermodynamic equilibrium. The `infinite'

matter is simulated within a cubic box with periodic boundary

conditions initialized at different energy density. Different

thermodynamical distributions of the strongly-interacting

quark-gluon plasma (sQGP) are addressed and discussed.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Vitalii', 'last_name': 'Ozvenchuk', 'fullName': 'Ozvenchuk, Vitalii', 'id': '1897371', 'affiliation': 'FIAS', 'emailHash': '2de11ae5bb1fffb73984310bce7cdcc7', 'db_id': 1897371, 'person_id': 2047499}"
QCD phase diagram,poster,Large-N_c behavior of hadronic models at nonzero temperature,"Heinz, Achim",ITP Frankfurt am Main,Unknown,"Effective hadronic models have been widely used to describe the chiral 
phase transition. In this work we study the behavior of the critical 
temperature T_c for the restoration of chiral symmetry as function of 
the number N_c of colors. We find that T_c increases with Sqrt[N_c]; 
this scaling contradicts the basic expectations for the chiral phase 
transition which, just as the deconfinement phase transition, should be independent of N_c. Indeed, in chiral models with quark degrees of 
freedom T_c scales as N_c^0, as expected. We have modified a hadronic 
linear sigma model by including a temperature-dependent coupling 
constant in such a way that the expected large-N_c scaling is recovered. Consequences for the phase diagram are investigated. Finally, we have coupled the linear sigma model to a Polyakov loop in such a way that the chiral phase transition is triggered by the deconfinement phase transition. Also in this case the correct large-N_c results are recovered.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Achim', 'last_name': 'Heinz', 'fullName': 'Heinz, Achim', 'id': '1897271', 'affiliation': 'ITP Frankfurt am Main', 'emailHash': 'c96f18cbefc71462060f6f1b04bdad63', 'db_id': 1897271, 'person_id': 2047441}"
Jets,poster,"pi0 and eta meson production in pp collisions at 0.9, 2.76 and 7 TeV measured with ALICE PHOS","Kharlov, Yuri",IHEP,Russia,"The Photon Spectrometer of the ALICE experiment, PHOS, has performed extensive measurements of neutral meson production in proton-proton collisions at the energies of 0.9, 2.76 and 7 TeV. Inclusive spectra of pi0 and eta mesons were measured in mid-rapidity in a wide transverse momentum range. Dependence of the pi0 spectrum on event multiplicity has been also studied. Comparison with pQCD calculations allows to constrain the model parameters. Phenomenology of pi0 production versus collision energy will be discussed. Perspectives on the neutral meson measurements in pp collisions at high pT will be demonstrated.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Yuri', 'last_name': 'Kharlov', 'fullName': 'Kharlov, Yuri', 'id': '1896787', 'affiliation': 'IHEP', 'emailHash': 'e50991f9b946074d45612ca0c9829214', 'db_id': 1896787, 'person_id': 2047069}"
Jets,poster,Dynamical magnetic effects and the nonphotonic electron puzzle at RHIC,"Buzzatti, Alessandro",Columbia University,USA,"Perturbative magnetic scattering effects in the HTL approximation predict enhanced jet energy loss for both light and heavy quarks. Whereas this  helps to reduce the discrepancy of pQCD tomography with single electron data at RHIC, the new computations reveal significant disagreement with pion quenching data due to overestimation of the quenching suffered by light jets. We discuss whether this is sufficient to rule out the HTL approximation of the QGP medium. The role of future flavor tagged charm and bottom jet observables at RHIC and LHC is emphasized.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Alessandro', 'last_name': 'Buzzatti', 'fullName': 'Buzzatti, Alessandro', 'id': '1896667', 'affiliation': 'Columbia University', 'emailHash': '66a1c20c322d9528777d1357dd3fc660', 'db_id': 1896667, 'person_id': 2046972}"
"Experiments upgrade, future facilities and instrumentations",poster,Charmonium production on fixed target with proton and lead beams of LHC,"Kurepin, Alexeii",Institute for Nuclear Research (INR),UK,"Charmonium production on fixed target with  proton and lead beams of  LHC.

A.B.Kurepin, N.S.Topilskaya, M.B.Golubeva
Institute for Nuclear Research of the Russian Academy of Sciences,
              117312 Moscow, Russia

         Fixed target operation with proton and lead beams of LHC provides new possibilities  for investigation of a mechanism of quarkonium production and suppression with good statistics at the energy interval between SPS and RHIC  
The dissociation of heavy quark resonances by colour screening in a deconfined medium  is one of the possible signature of Quark Gluon Plasma formation in high energy heavy ion collisions. Investigation of charmonium production by decay on two leptons (muons) was started at the CERN SPS [1], continued at RHIC [2,3] and now is going at  LHC, CERN. 
       The theoretical models without regeneration that could reproduce SPS results produce too strong J/ψ suppression at RHIC energies. At  LHC energy a process of charmonium production is different with respect to the SPS and even to the RHIC. The theoretical estimates   give different results, some predict strong suppression [4], some predict enhancement [5]. In addition to prompt production from hard scattering, charmonium states could be produced due to recombination which may give an enhancement instead of a suppression.
      The energy interval between  SPS and RHIC  is very important for a study of the mechanism of quarkonium production and suppression. If the proton and ion beams will be used at LHC with fixed targets, the energy for 7 TeV proton beam  will be  s = 114.6 GeV, for 2.75 TeV  Pb   beam    s = 71.8 GeV.
        In order to  separate normal and anomalous charmonium suppression we need to have data for  pp interaction and several target nuclei, which is easy to do with fixed target and very hard with colliding beams.
         As it was already used for the experiment on collider with a fixed target at HERA-B, the target in the form of thin ribbon could be placed around the main orbit of LHC.  The life time of the beam is determined by the beam-beam and beam-gas interactions.  Therefore after some time the particles will leave the main orbit and interact with the target ribbon. So for fixed target measurements only halo of the beam will be used and no deterioration of the main beam will be introduced. The experiments at different interaction points will not feel any presence of the fixed target.
        In order to study a capability of using the fixed target at LHC for charmonium production we calculate geometrical acceptances for J/ψ production, compare acceptances at collider experiments (RHIC and LHC) with existing fixed target experiments. Then we estimate the counting rates and show that  J/ψ production on fixed target at LHC could be measured with rather high statistics collected in several days of data taking. 

[1]  L. Kluberg, Eur. Phys. J. C 43, 145 (2005).
[2]  PHENIX Collab. (A. Adare et al.), Phys. Rev. Lett. 98, 232301 (2007).
[3]  M. J. Leitch, J. Phys. G 34, S453 (2007).
[4]  R. L. Thews et al., Eur. Phys. J. C 43, 97 (2005).
[5]  A.Andronic, P.Braun-Munzinger, K.Redlich, J.Stachel, Phys. Lett. B571, 36-44 (2003).","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Alexeii', 'last_name': 'Kurepin', 'fullName': 'Kurepin, Alexeii', 'id': '1896775', 'affiliation': 'Institute for Nuclear Research (INR)', 'emailHash': '58e35988d088606d9d78191a05a4f711', 'db_id': 1896775, 'person_id': 2046816}"
Global and collective dynamics,poster,Centrality dependence of viscous quark gluon plasma at LHC,"Chaudhuri, Asis",Variable Energy Cyclotron Centre,Unknown,"Extensive analysis of RHIC data at $\sqrt{s}_{NN}$=200 GeV Au+Au collisions has provided convincing evidence that Quark Gluon Plasma (QGP) produced in such a collision behaves almost like a perfect fluid with viscosity per specific enropy $\eta/s$ is around the lower bound as per AdS/CFT  $\eta/s=1/4\pi$. Recently, ALICE collaboration has come out with the data for elliptic flow as a function of $p_T$ as well as the centrality dependence of charged particle multiplicity in $\sqrt{s}_{NN}$=2.76 TeV Pb+Pb collision [1]. Curiously enough ALICE data for charged particles can be explained by using almost the same value of $\eta/s \approx$ 0.08 as in RHIC, except for very central collision where the data favors ideal fluid $\eta/s \approx$0 rather than a viscous fluid, although energy of collision at LHC is substantially higher than RHIC energy and expected to go up still further to $\sqrt{s}_{NN}$=5.5 TeV. 
It is also expected, in general, that $\eta/s$ should go up for QGP as a function of temperature [2]. For RHIC, it is also expected that the hadron system is more relevant than QGP, whereas, for LHC QGP viscosity should be more important than the hadronic system [3]. So, it is quite natural to ask the question why $\eta/s$ for RHIC remain rather similar to LHC, around $\eta/s \approx$0.08.
We investigate this issue and came to the inevitable conclusion that this similarity is forced upon us by the dynamics related to the geometry of the collision. For central collision or near about a value of initial time of $\tau_i \approx$=0.2 fm and a temperature of 700 MeV is quite reasonable. However, taking into account peripheral collision (70-80%) one can not escape from $\tau_i \approx$ 0.6 fm with initial temperature of 500 MeV. Please note that even for $\tau_i$=0.6 fm the fitted energy density remains at ~126 $GeV/fm^3$, a factor of 3.5 larger than required for RHIV energy collision.
The role of peripheral collision has been overlooked by for and large; it is interesting to note that it is the peripheral collision which precipitates recent LHC data to behave rather closely to RHIC data. We need to know $\eta/s$ as a function of temperature to pin point the location of phase transition or rapid cross over from hadronic to quark gluon plasma. Data even at a higher energu $\sqrt{s}_{NN}$=5 TeV especially for photon and dilepton results will facilitate this idea.

[1] K. Aamodt et al,  Phys. Rev. Lett. 106, 032301 (2011), arXiv:1011.3914 [nucl-ex].
[2]L. P. Csernai, J. I. Kapusta and L. D. McLarren, Phys. Rev. Lett.97,152303 (1997).
[3] H. Niemi, G. S. Denicol, P. Huovinen, E. Molnar, D. Rischke, arXiv:1101.2442 [nucl-th].","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Asis', 'last_name': 'Chaudhuri', 'fullName': 'Chaudhuri, Asis', 'id': '1896629', 'affiliation': 'Variable Energy Cyclotron Centre', 'emailHash': '59c7a9c7675aa891a735b4b0809216e1', 'db_id': 1896629, 'person_id': 2046944}"
Correlations and fluctuations,poster,Status of the Search for Hadronic Squeezed Correlations at RHIC Energies,"Padula, Sandra S.","Instituto de Fisica Teorica (IFT)-Univ. Estadual Paulista, SP, Brazil",Brazil,"The hot and dense medium formed in high energy heavy ion collisions may induce shifts of hadronic masses from their asymptotic values. In case this mass modification indeed occurs, it was demonstrated that squeezed correlations of particle-antiparticle pairs, also known as Back-to-Back Correlations (BBC), should appear. They are expected either in the bosonic (bBBC) or in the fermionic (fBBC) cases [1], in both being positive correlations of unlimited intensity, even for finite-size systems expanding with moderate flow [2]. Although they could nicely probe the mass shift with asymptotic particles, these hadronic squeezed correlations are very sensitive to the functional form of their time emission distribution. This strong sensitivity was demonstrated in [1], by comparing the sudden emission with a Lorentzian distribution, which reduced the intensity of the effect by orders of magnitude. We show here that the reduction of the signal is even more dramatic if this time emission is parameterized  by a Levy-type of distribution [3], although it could still survive if the duration of the process is short and if we search for the effect with lighter mesons, such as kaons. 
 
To experimentally search for the  BBC signal, we have suggested to look for the particle-antiparticle squeezed correlation function, plotted in terms of the average momentum of the pair,  $\vec{K}_{12}=(\vec{k}_1+\vec{k}_2)/2$, for high values of their relative momentum, $\vec{q}_{12}=(\vec{k}_1-\vec{k}_2)$ [4]. The first experimental search for the squeezed particle-antiparticle correlations was shown for different hadron pairs in Ref. [5].  We compare here such preliminary results with predictions of our model for $K+ K-$ pairs, showing that the outcome of the experimental search may be still inconclusive, however it does not deny the existence of the squeezing effect on kaons produced at RHIC energies with in-medium modified masses. 

[1] M. Asakawa, T. Csorgo, M. Gyulassy,  Phys. Rev. Lett. 83, 4013 (1999); P. K. Panda, T. Csorgo, Y. Hama, G. Krein, and Sandra S. Padula, Phys. Lett. B 512, 49 (2001). 
[2] Sandra S. Padula, G. Krein, T. Csorgo, Y. Hama, and P. K. Panda, Phys. Rev. C 73, 044906 (2006). 
[3] Danuce M. Dudek and Sandra S. Padula, Phys. Rev. C 82, 034905 (2010).  
[4]  Sandra S. Padula, O. Socolowski Jr., T. Csorgo and M. I. Nagy, Proc. Quark Matter 2008, J. Phys. G: Nucl. Part. Phys. 35, 104141 (2008); Sandra S. Padula and Otavio Socolowski Jr., Phys. Rev. C 82, 034908 (2010). 
[5] Marton  Nagy (for the RHIC/PHENIX Collaboration) ``Particle-antiparticle back-to-back correlation measurement in $\sqrt{s_{NN}}=200$ GeV Au+Au collisions'',  WPCF 2009, https://indico.cern.ch/conferenceTimeTable.py?confId=54173#all .","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Sandra S.', 'last_name': 'Padula', 'fullName': 'Padula, Sandra S.', 'id': '1896513', 'affiliation': 'Instituto de Fisica Teorica (IFT)-Univ. Estadual Paulista, SP, Brazil', 'emailHash': 'd5bad6f318a907517c1cd7f2a4725615', 'db_id': 1896513, 'person_id': 2046842}"
,unknown_parallel,"Initial conditions, low-x QCD, thermalization","d'Enterria, David",CERN,Switzerland,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'David', 'last_name': ""d'Enterria"", 'fullName': ""d'Enterria, David"", 'id': '1896589', 'affiliation': 'CERN', 'emailHash': 'e63c1b3f35217b05f8cef187247b42c0', 'db_id': 1896589, 'person_id': 2046909}"
,unknown_parallel,"QCD phase transition, hydrodynamics, hadronization","Christakoglou, Panos",NIKHEF - Utrecht University,Unknown,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Panos', 'last_name': 'Christakoglou', 'fullName': 'Christakoglou, Panos', 'id': '1896590', 'affiliation': 'NIKHEF - Utrecht University', 'emailHash': 'eb31b84fa8a7711e6939eb76aa9f2876', 'db_id': 1896590, 'person_id': 2046910}"
,plenary,LHC accelerator,"Myers, Steve",CERN,Switzerland,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Steve', 'last_name': 'Myers', 'fullName': 'Myers, Steve', 'id': '1896591', 'affiliation': 'CERN', 'emailHash': '4e0997b1c1a67d1fa12a60bf12278abd', 'db_id': 1896591, 'person_id': 2046911}"
,plenary,Theory overview,"Rajagopal, Krishna",MIT,USA,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Krishna', 'last_name': 'Rajagopal', 'fullName': 'Rajagopal, Krishna', 'id': '1896592', 'affiliation': 'MIT', 'emailHash': '2c68a5f0ec1dce250f21eee4b240232f', 'db_id': 1896592, 'person_id': 2046912}"
,plenary,STAR highlights,"Masui, Hiroshi",LBNL,USA,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Hiroshi', 'last_name': 'Masui', 'fullName': 'Masui, Hiroshi', 'id': '1896593', 'affiliation': 'LBNL', 'emailHash': 'c88e4d4b9d3060b28ccb16289c199c74', 'db_id': 1896593, 'person_id': 2046860}"
,unknown_parallel,Opening,Unknown,Unknown,Unknown,,
,unknown_parallel,"Jets, high-pT hadrons and prompt photons","van Leeuwen, Marco",Utrecht University,Unknown,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Marco', 'last_name': 'van Leeuwen', 'fullName': 'van Leeuwen, Marco', 'id': '1896594', 'affiliation': 'Utrecht University', 'emailHash': '2f5f24a8eeba9e37051f76cef20e7e14', 'db_id': 1896594, 'person_id': 2046913}"
,unknown_parallel,Heavy-quarks and quarkonia,"Arnaldi, Roberta",Universita degli Studi di Torino,Unknown,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Roberta', 'last_name': 'Arnaldi', 'fullName': 'Arnaldi, Roberta', 'id': '1896595', 'affiliation': 'Universita degli Studi di Torino', 'emailHash': 'c80c3ec95a2bd7e48656e070d81d7277', 'db_id': 1896595, 'person_id': 2046914}"
,unknown_parallel,Heavy-ion collisions and QCD: the big picture,"Gelis, Francois",IPhT Saclay,Unknown,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Francois', 'last_name': 'Gelis', 'fullName': 'Gelis, Francois', 'id': '1896596', 'affiliation': 'IPhT Saclay', 'emailHash': '83ad2756e479859ebba0557ae29440e1', 'db_id': 1896596, 'person_id': 2046915}"
,unknown_parallel,Soft physics and hydrodynamics,"Romatschke, Paul",Frankfurt Institute for Advanced Studies,Unknown,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Paul', 'last_name': 'Romatschke', 'fullName': 'Romatschke, Paul', 'id': '1896597', 'affiliation': 'Frankfurt Institute for Advanced Studies', 'emailHash': 'deb0a4b52fbc1124f27fbfb8d6eed122', 'db_id': 1896597, 'person_id': 2046916}"
