Session,Type,Title,Speaker,Institute,Country,Raw_Speaker_Data
Collectivity in small systems,parallel,Correlated gluonic hot spots meet symmetric cumulants data at LHC energies,"Soto Ontoso, Alba",UGR/FIAS,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Alba', 'last_name': 'Soto Ontoso', 'fullName': 'Soto Ontoso, Alba', 'id': '3528800', 'affiliation': 'UGR/FIAS', 'emailHash': 'c5e6d9bc49c877c562c3d76180406fce', 'db_id': 3528800, 'person_id': 3639581}"
Collectivity in small systems,parallel,Multiplicity dependence of strangeness and hadronic resonance production in pp and p-Pb collisions with ALICE at the LHC,"Dash, Ajay Kumar",National Institute of Science  Education and Research (IN),Brazil,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Ajay Kumar', 'last_name': 'Dash', 'fullName': 'Dash, Ajay Kumar', 'id': '3632599', 'affiliation': 'National Institute of Science  Education and Research (IN)', 'emailHash': 'fb47a579cf9ceede8ea24bd47123fed1', 'db_id': 3632599, 'person_id': 3812033}"
Collectivity in small systems,parallel,Measurement of four-particle cumulants and symmetric cumulants with subevent methods in small collision systems with the ATLAS detector,"Derendarz, Dominik Karol",Polish Academy of Sciences (PL),Poland,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Dominik Karol', 'last_name': 'Derendarz', 'fullName': 'Derendarz, Dominik Karol', 'id': '3563324', 'affiliation': 'Polish Academy of Sciences (PL)', 'emailHash': '11832d8898ef11de86a67bbca886a067', 'db_id': 3563324, 'person_id': 3746778}"
Collectivity in small systems,parallel,Long-range angular correlations of charged particles in high multiplicity e+e- collisions using archived data from the ALEPH detector at LEP,"Lee, Yen-Jie",Massachusetts Inst. of Technology (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Yen-Jie', 'last_name': 'Lee', 'fullName': 'Lee, Yen-Jie', 'id': '3528793', 'affiliation': 'Massachusetts Inst. of Technology (US)', 'emailHash': '8037f2f5eb66457d78bbe8b4f5515d4d', 'db_id': 3528793, 'person_id': 3642930}"
Correlations and fluctuations,parallel,Event Plane Dependence of Di-hadron Correlations with Event Shape Engineering at the STAR Experiment,"Aoyama, Ryo",University of Tsukuba,UK,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Ryo', 'last_name': 'Aoyama', 'fullName': 'Aoyama, Ryo', 'id': '3580470', 'affiliation': 'University of Tsukuba', 'emailHash': '10f6e8b012b2b78a070b21aefa0da5d7', 'db_id': 3580470, 'person_id': 3763540}"
Collectivity in small systems,parallel,Correlated azimuthal anisotropies with subevent cumulants in pp and pPb collisions with the CMS experiment,"Guilbaud, Maxime",CERN,Switzerland,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Maxime', 'last_name': 'Guilbaud', 'fullName': 'Guilbaud, Maxime', 'id': '3586936', 'affiliation': 'CERN', 'emailHash': 'dfd55250d43e886ae9d3e0221b71d6a5', 'db_id': 3586936, 'person_id': 3769726}"
Collectivity in small systems,parallel,ALICE measurements of flow coefficients and their inter-correlations in small (pp and p-Pb) and large (Xe-Xe and Pb-Pb) collision systems,"Gajdosova, Katarina",University of Copenhagen (DK),DK,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Katarina', 'last_name': 'Gajdosova', 'fullName': 'Gajdosova, Katarina', 'id': '3553637', 'affiliation': 'University of Copenhagen (DK)', 'emailHash': '0676220d26b16fd5360d35f13ce2c48f', 'db_id': 3553637, 'person_id': 3737575}"
Collectivity in small systems,parallel,Multiplicity dependence of azimuthal particle correlations as a probe of collectivity in deep inelastic electron-proton collisions at HERA,"Onderwaater, Jacobus",Ruprecht Karls Universitaet Heidelberg (DE),Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jacobus', 'last_name': 'Onderwaater', 'fullName': 'Onderwaater, Jacobus', 'id': '3544052', 'affiliation': 'Ruprecht Karls Universitaet Heidelberg (DE)', 'emailHash': '120f0a2403423b12039eb682c86f6856', 'db_id': 3544052, 'person_id': 3729844}"
Collectivity in small systems,parallel,Importance of initial and final state effects for azimuthal correlations in p+Pb collisions,"Greif, Moritz",University of Frankfurt,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Moritz', 'last_name': 'Greif', 'fullName': 'Greif, Moritz', 'id': '3528773', 'affiliation': 'University of Frankfurt', 'emailHash': 'aeedd8d3b64dd9ae88314670db3b7afc', 'db_id': 3528773, 'person_id': 3643620}"
Collectivity in small systems,parallel,Measurement of long-range correlations in $pp$ collisions characterized by presence of a Z boson with the ATLAS detector,"Cole, Brian",Columbia University (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Brian', 'last_name': 'Cole', 'fullName': 'Cole, Brian', 'id': '3563323', 'affiliation': 'Columbia University (US)', 'emailHash': '5ac89c43538af2f10d3ef24f9575e165', 'db_id': 3563323, 'person_id': 3645180}"
Collectivity in small systems,parallel,Estimating nucleon substructure properties in a unified hydrodynamic model of p+Pb and Pb+Pb collisions,"Moreland, Scott",Duke University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Scott', 'last_name': 'Moreland', 'fullName': 'Moreland, Scott', 'id': '3528802', 'affiliation': 'Duke University', 'emailHash': '5c3dae75953dc245616e28d238363076', 'db_id': 3528802, 'person_id': 3642908}"
Collectivity in small systems,parallel,"Event-shape, multiplicity-, and energy-dependent production of (un)identified particles in pp collisions with ALICE at the LHC","Bencedi, Gyula",Hungarian Academy of Sciences (HU),HU,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Gyula', 'last_name': 'Bencedi', 'fullName': 'Bencedi, Gyula', 'id': '3553632', 'affiliation': 'Hungarian Academy of Sciences (HU)', 'emailHash': 'bfbcb0947232ec4b8ef99df10a726799', 'db_id': 3553632, 'person_id': 3737571}"
Correlations and fluctuations,parallel,Exploring chiral symmetry restoration  in heavy-ion collisions with fluctuation observables,"Redlich, Krzysztof",University of Wroclaw,Poland,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Krzysztof', 'last_name': 'Redlich', 'fullName': 'Redlich, Krzysztof', 'id': '3528830', 'affiliation': 'University of Wroclaw', 'emailHash': 'c06cef80b1d949c64e6a7368c3955218', 'db_id': 3528830, 'person_id': 3641636}"
Correlations and fluctuations,parallel,Cross-correlations of conserved charges from the lattice,"Günther, Jana",University of Wuppertal,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jana', 'last_name': 'Günther', 'fullName': 'Günther, Jana', 'id': '3528831', 'affiliation': 'University of Wuppertal', 'emailHash': '022e70d720fe9957c51016b8aa33a3a2', 'db_id': 3528831, 'person_id': 3645616}"
Correlations and fluctuations,parallel,Measuring the rate of isotropization of quark-gluon plasma using rapidity correlations,"Moschelli, George",Lawrence Technological University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'George', 'last_name': 'Moschelli', 'fullName': 'Moschelli, George', 'id': '3528839', 'affiliation': 'Lawrence Technological University', 'emailHash': '5e6193abcb10ad25888f3fcbf61c2649', 'db_id': 3528839, 'person_id': 3647481}"
Correlations and fluctuations,parallel,"Balance functions of identified hadrons in Pb-Pb, p-Pb and p-p collisions from ALICE","Pan, Jinjin",Wayne State University (US),United States,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jinjin', 'last_name': 'Pan', 'fullName': 'Pan, Jinjin', 'id': '3553647', 'affiliation': 'Wayne State University (US)', 'emailHash': 'b12b4d80bfcb0986058af1f0dc914b74', 'db_id': 3553647, 'person_id': 3643997}"
Correlations and fluctuations,parallel,Hydrodynamic fluctuations in relativistic heavy-ion collisions,"Singh, Mayank",McGill University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Mayank', 'last_name': 'Singh', 'fullName': 'Singh, Mayank', 'id': '3528815', 'affiliation': 'McGill University', 'emailHash': '3a1b6b23e1a6c356253be63cdd8eda48', 'db_id': 3528815, 'person_id': 3641485}"
Correlations and fluctuations,parallel,PHENIX Measurements of collectivity in $Au+Au$ collisions from higher  order cumulants and flow unfolding,"Hill, Kurt Keys",University of Colorado Boulder (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Kurt Keys', 'last_name': 'Hill', 'fullName': 'Hill, Kurt Keys', 'id': '3552437', 'affiliation': 'University of Colorado Boulder (US)', 'emailHash': '63678ea359374d1017f25d987ab8333f', 'db_id': 3552437, 'person_id': 3712478}"
Correlations and fluctuations,parallel,New measures of longitudinal decorrelation of harmonic flow,"Bozek, Piotr",AGH University of Science and Technology,Poland,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Piotr', 'last_name': 'Bozek', 'fullName': 'Bozek, Piotr', 'id': '3551556', 'affiliation': 'AGH University of Science and Technology', 'emailHash': '28a7ce84819af788c07a345f60a73401', 'db_id': 3551556, 'person_id': 3641102}"
Correlations and fluctuations,parallel,Longitudinal fluctuations of anisotropic flows and flow correlations,"Wu, Xiang-Yu",Central China Normal University.,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Xiang-Yu', 'last_name': 'Wu', 'fullName': 'Wu, Xiang-Yu', 'id': '3528841', 'affiliation': 'Central China Normal University.', 'emailHash': '86ba83b4004044fb33d3bcec3ec6a55a', 'db_id': 3528841, 'person_id': 3644419}"
Correlations and fluctuations,parallel,Rapidity decorrelation from hydrodynamic fluctuations,"Sakai, Azumi",Sophia University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Azumi', 'last_name': 'Sakai', 'fullName': 'Sakai, Azumi', 'id': '3528848', 'affiliation': '', 'emailHash': '0495f16209f9f594cf20d3f55ed43618', 'db_id': 3528848, 'person_id': 3644702}"
Electromagnetic and weak probes,parallel,"Direct photon production and flow at low transverse momenta in pp, p-Pb and Pb-Pb collisions","Bock, Friederike",CERN,Switzerland,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Friederike', 'last_name': 'Bock', 'fullName': 'Bock, Friederike', 'id': '3553696', 'affiliation': 'CERN', 'emailHash': '169e9eec9a35a4cbb8ea780cf3490d44', 'db_id': 3553696, 'person_id': 3737616}"
Electromagnetic and weak probes,parallel,Multi-differential pattern of low-mass e+e- excess from 2.42 GeV Au+Au collisions with HADES,"Harabasz, Szymon",Technische Universität Darmstadt,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Szymon', 'last_name': 'Harabasz', 'fullName': 'Harabasz, Szymon', 'id': '3729156', 'affiliation': '', 'emailHash': 'fcf52afc36974ec8918b0c672bb914c1', 'db_id': 3729156, 'person_id': 3902447}"
Electromagnetic and weak probes,parallel,In-medium spectral functions of hadrons with the Functional Renormalization Group,"Tripolt, Ralf-Arno",ECT*,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Ralf-Arno', 'last_name': 'Tripolt', 'fullName': 'Tripolt, Ralf-Arno', 'id': '3528876', 'affiliation': 'ECT*', 'emailHash': '6fd1e91d46cd4282c166761a9c314320', 'db_id': 3528876, 'person_id': 3641606}"
Electromagnetic and weak probes,parallel,"Low-mass dielectron measurements in pp, p-Pb and Pb-Pb collisions with ALICE at the LHC","Bailhache, Raphaelle",Johann-Wolfgang-Goethe Univ. (DE),Germany,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Raphaelle', 'last_name': 'Bailhache', 'fullName': 'Bailhache, Raphaelle', 'id': '3553688', 'affiliation': 'Johann-Wolfgang-Goethe Univ. (DE)', 'emailHash': '3935f1a45344346b8195b4643395ac5a', 'db_id': 3553688, 'person_id': 3737608}"
Electromagnetic and weak probes,parallel,Unveiling the yoctosecond structure of the QGP with top quarks,"Apolinario, Liliana",Universidade de Lisboa (PT),PT,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Liliana', 'last_name': 'Apolinario', 'fullName': 'Apolinario, Liliana', 'id': '3528861', 'affiliation': 'Universidade de Lisboa (PT)', 'emailHash': 'a63f153ae87afad7e8b46a7d1e553678', 'db_id': 3528861, 'person_id': 3643849}"
High baryon density and astrophysics,parallel,Recent Results from the STAR Fixed-Target Program,"Wu, Yang",Kent State University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Yang', 'last_name': 'Wu', 'fullName': 'Wu, Yang', 'id': '3580490', 'affiliation': 'Kent State University', 'emailHash': 'ee1d2b01e38d2191dd5c66310144ef4b', 'db_id': 3580490, 'person_id': 3763551}"
High baryon density and astrophysics,parallel,"The QCD equation of state at finite density, from the known to the unknown","Steinheimer, Jan",FIAS,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jan', 'last_name': 'Steinheimer', 'fullName': 'Steinheimer, Jan', 'id': '3528921', 'affiliation': '', 'emailHash': '2dd89b929755503b966cafaec1c7c6b6', 'db_id': 3528921, 'person_id': 3645118}"
High baryon density and astrophysics,parallel,Neutron stars meet constrains from high and low energy nuclear physics,"Sagun, Violetta",Centro Multidisciplinar de Astrofisica/BITP,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Violetta', 'last_name': 'Sagun', 'fullName': 'Sagun, Violetta', 'id': '3528923', 'affiliation': 'Centro Multidisciplinar de Astrofisica/BITP', 'emailHash': '5cd8aca39e5999dddc12d5efb2643703', 'db_id': 3528923, 'person_id': 3643607}"
High baryon density and astrophysics,parallel,High baryon densities achievable at RHIC and LHC,"Kapusta, Joseph",University of Minnesota,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Joseph', 'last_name': 'Kapusta', 'fullName': 'Kapusta, Joseph', 'id': '3528925', 'affiliation': 'University of Minnesota', 'emailHash': 'adcf2c7cf25defbe24e6264864baab23', 'db_id': 3528925, 'person_id': 3643108}"
High baryon density and astrophysics,parallel,Modeling hybrid stars and hot matter,"Schramm, Stefan",Unknown,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Stefan', 'last_name': 'Schramm', 'fullName': 'Schramm, Stefan', 'id': '3528927', 'affiliation': '', 'emailHash': '81c43a809a376ea546664b4e60967132', 'db_id': 3528927, 'person_id': 3645116}"
High baryon density and astrophysics,parallel,Constraining production models with light (anti-)nuclei measurements in small systems with ALICE at the LHC,"Colocci, Manuel","Universita e INFN, Bologna (IT)",Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Manuel', 'last_name': 'Colocci', 'fullName': 'Colocci, Manuel', 'id': '3553703', 'affiliation': 'Universita e INFN, Bologna (IT)', 'emailHash': '13387d5f2541669c46a9d98c4408082a', 'db_id': 3553703, 'person_id': 3737623}"
Initial state physics and approach to equilibrium,parallel,Prompt photon production in p-Pb collisions at $\sqrt{s_{NN}}=5$TeV,"Boettcher, Thomas Julian",Massachusetts Inst. of Technology (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Thomas Julian', 'last_name': 'Boettcher', 'fullName': 'Boettcher, Thomas Julian', 'id': '3584384', 'affiliation': 'Massachusetts Inst. of Technology (US)', 'emailHash': 'd89596782a03f231b6ccc86c6193fd55', 'db_id': 3584384, 'person_id': 3767178}"
Initial state physics and approach to equilibrium,parallel,Measurements of the photo-production of jets in ultra-peripheral heavy ion collisions with the ATLAS detector at the LHC,"Steinberg, Peter Alan",Brookhaven National Laboratory (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Peter Alan', 'last_name': 'Steinberg', 'fullName': 'Steinberg, Peter Alan', 'id': '3563329', 'affiliation': 'Brookhaven National Laboratory (US)', 'emailHash': '47b904d74c150449d5653db6cc3fabfe', 'db_id': 3563329, 'person_id': 3647555}"
Initial state physics and approach to equilibrium,parallel,Forward particle production in proton-nucleus collisions at next-to-leading order: solving the running-coupling puzzle,"Ducloue, Bertrand",IPhT Saclay,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Bertrand', 'last_name': 'Ducloue', 'fullName': 'Ducloue, Bertrand', 'id': '3528949', 'affiliation': 'IPhT Saclay', 'emailHash': '10e587754fdc15be650fc7ca74b1d58d', 'db_id': 3528949, 'person_id': 3643577}"
Initial state physics and approach to equilibrium,parallel,Energy and system size dependence of the subnucleonic fluctuations,"Mäntysaari, Heikki",University of Jyväskylä,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Heikki', 'last_name': 'Mäntysaari', 'fullName': 'Mäntysaari, Heikki', 'id': '3528941', 'affiliation': 'University of Jyväskylä', 'emailHash': '11f34cb7be7218304a0703cfacd6e2ba', 'db_id': 3528941, 'person_id': 3642129}"
Initial state physics and approach to equilibrium,parallel,"Multiplicity and transverse energy measurements from pp, pPb, PbPb and XeXe collisions with the CMS experiment","Bi, Ran",Massachusetts Inst. of Technology (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Ran', 'last_name': 'Bi', 'fullName': 'Bi, Ran', 'id': '3586917', 'affiliation': 'Massachusetts Inst. of Technology (US)', 'emailHash': '181ad0e3d1a1fac703e694444330fd10', 'db_id': 3586917, 'person_id': 3769706}"
Initial state physics and approach to equilibrium,parallel,Thermalization and hydrodynamics in Bjorken and Gubser flows,"Heinz, Ulrich",The Ohio State University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Ulrich', 'last_name': 'Heinz', 'fullName': 'Heinz, Ulrich', 'id': '3528947', 'affiliation': 'The Ohio State University', 'emailHash': '242b6bc928f4ee8b2f8059fdb8c70209', 'db_id': 3528947, 'person_id': 3640273}"
Jet modifications and high-pT hadrons,parallel,Analysis of the apparent nuclear modification in peripheral 5.02 TeV Pb-Pb collisions with ALICE,"Knichel, Michael Linus",CERN,Switzerland,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Michael Linus', 'last_name': 'Knichel', 'fullName': 'Knichel, Michael Linus', 'id': '3553774', 'affiliation': 'CERN', 'emailHash': '07174dc57013f0d222c03812ae833187', 'db_id': 3553774, 'person_id': 3737679}"
Jet modifications and high-pT hadrons,parallel,"Charged particle nuclear modification factors in pPb, PbPb and XeXe collisions with the CMS experiment","Baty, Austin Alan",Massachusetts Inst. of Technology (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Austin Alan', 'last_name': 'Baty', 'fullName': 'Baty, Austin Alan', 'id': '3586929', 'affiliation': 'Massachusetts Inst. of Technology (US)', 'emailHash': 'f3d9bdeb57a2963c0f5e7ed127bc7002', 'db_id': 3586929, 'person_id': 3642932}"
Jet modifications and high-pT hadrons,parallel,"Charged particle suppression in Pb+Pb, Xe+Xe, and $p$+Pb collisions measured with the ATLAS detector","Balek, Petr",Weizmann Institute of Science (IL),CZ,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Petr', 'last_name': 'Balek', 'fullName': 'Balek, Petr', 'id': '3563345', 'affiliation': 'Weizmann Institute of Science (IL)', 'emailHash': 'f748d185730431f6552dd03ccc33f0f4', 'db_id': 3563345, 'person_id': 3746792}"
Jet modifications and high-pT hadrons,parallel,A simultaneous description of jet suppression and hadron suppression,"Pablos, Daniel",McGill,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Daniel', 'last_name': 'Pablos', 'fullName': 'Pablos, Daniel', 'id': '3529011', 'affiliation': 'McGill', 'emailHash': '0d0275d32bd474c80473d9887a953c16', 'db_id': 3529011, 'person_id': 3640340}"
Jet modifications and high-pT hadrons,parallel,D-meson production in jets in pp and PbPb collisions with the CMS detector,"Wang, Jing",Massachusetts Inst. of Technology (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jing', 'last_name': 'Wang', 'fullName': 'Wang, Jing', 'id': '3586939', 'affiliation': 'Massachusetts Inst. of Technology (US)', 'emailHash': '84443556008b60ce45b46683f5c26d2b', 'db_id': 3586939, 'person_id': 3769729}"
Jet modifications and high-pT hadrons,parallel,Measurements of heavy-flavour correlations and jets with ALICE at the LHC,"Trzeciak, Barbara Antonina",Utrecht University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Barbara Antonina', 'last_name': 'Trzeciak', 'fullName': 'Trzeciak, Barbara Antonina', 'id': '3553726', 'affiliation': 'Utrecht University', 'emailHash': '5ca83e403103a4d5f4e86dc0ff62cbd4', 'db_id': 3553726, 'person_id': 3737636}"
Jet modifications and high-pT hadrons,parallel,"Jet fragmentation and shapes for inclusive, b-tagged, and photon-tagged jets in pp and PbPb collisions with the CMS detector","Tatar, Kaya",Massachusetts Inst. of Technology (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Kaya', 'last_name': 'Tatar', 'fullName': 'Tatar, Kaya', 'id': '3586933', 'affiliation': 'Massachusetts Inst. of Technology (US)', 'emailHash': '634a5734c9959ed5ff5bc745c841720a', 'db_id': 3586933, 'person_id': 3769723}"
Jet modifications and high-pT hadrons,parallel,"PHENIX results on jet modification with $\pi^0$- and photon-triggered two particle correlations in p+p, p(d)+Au, and Au(Cu)+Au collisions","Osborn, Joseph",University of Michigan,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Joseph', 'last_name': 'Osborn', 'fullName': 'Osborn, Joseph', 'id': '3552521', 'affiliation': 'University of Michigan', 'emailHash': '032783a467ae09c773fc647e4d4a1362', 'db_id': 3552521, 'person_id': 3736328}"
Jet modifications and high-pT hadrons,parallel,Photon-tagged measurements of jet quenching with the ATLAS detector,"Perepelitsa, Dennis",University of Colorado Boulder,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Dennis', 'last_name': 'Perepelitsa', 'fullName': 'Perepelitsa, Dennis', 'id': '3563344', 'affiliation': 'University of Colorado Boulder', 'emailHash': 'b8547d6c053befa05c28f84fbb573046', 'db_id': 3563344, 'person_id': 3645182}"
Jet modifications and high-pT hadrons,parallel,Electroweak probes of small and large systems with the ATLAS detector,"Citron, Zvi",Ben-Gurion University of the Negev (IL),IL,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Zvi', 'last_name': 'Citron', 'fullName': 'Citron, Zvi', 'id': '3563327', 'affiliation': 'Ben-Gurion University of the Negev (IL)', 'emailHash': '4eaa956d20587d785ed14fe911d73c60', 'db_id': 3563327, 'person_id': 3746779}"
Jet modifications and high-pT hadrons,parallel,Systematic Studies of Jet-medium Interactions in STAR,"Jiang, Kun",University of Science and Technology of China and Purdue University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Kun', 'last_name': 'Jiang', 'fullName': 'Jiang, Kun', 'id': '3580420', 'affiliation': 'University of Science and Technology of China and Purdue University', 'emailHash': 'c5cfb8bf3d5d9d9332aaf35b84383fc0', 'db_id': 3580420, 'person_id': 3763496}"
Jet modifications and high-pT hadrons,parallel,Adding vacuum branching to jet evolution in a dense medium,"Iancu, Edmond",Université Paris-Saclay (FR),France,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Edmond', 'last_name': 'Iancu', 'fullName': 'Iancu, Edmond', 'id': '3528987', 'affiliation': 'Université Paris-Saclay (FR)', 'emailHash': '9c0503437fddc7afed17f456c9771b5c', 'db_id': 3528987, 'person_id': 3643573}"
Jet modifications and high-pT hadrons,parallel,Measurement of Jet Nuclear Modification Factor in PbPb Collisions at $\sqrt{s_\text{NN}}$ = 5.02 TeV with CMS,"Mc Ginn, Christopher",Massachusetts Inst. of Technology (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Christopher', 'last_name': 'Mc Ginn', 'fullName': 'Mc Ginn, Christopher', 'id': '3586918', 'affiliation': 'Massachusetts Inst. of Technology (US)', 'emailHash': 'dc333a9b3a6235d790e3bf9d985aa613', 'db_id': 3586918, 'person_id': 3769707}"
Jet modifications and high-pT hadrons,parallel,"Measurements of inclusive jet suppression, azimuthal dependence of jet yields, and jet substructure at $\sqrt{s_{\mathrm{NN}}}$ = 5.02 TeV with ATLAS","Spousta, Martin",Charles University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Martin', 'last_name': 'Spousta', 'fullName': 'Spousta, Martin', 'id': '3563330', 'affiliation': 'Charles University', 'emailHash': '5a941a99be92c66d16d5afd0a19d03d6', 'db_id': 3563330, 'person_id': 3645179}"
Jet modifications and high-pT hadrons,parallel,Quantifying jet modifications with substructure,"Tywoniuk, Konrad",CERN,Switzerland,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Konrad', 'last_name': 'Tywoniuk', 'fullName': 'Tywoniuk, Konrad', 'id': '3528995', 'affiliation': 'CERN', 'emailHash': '9f011426e801588d7ae393846cecf512', 'db_id': 3528995, 'person_id': 3644391}"
Jet modifications and high-pT hadrons,parallel,"Event-by-event jet suppression, anisotropy and hard-soft tomography","Wang, Xin-Nian",Central China Normal Univ / Lawrence Berkeley National Lab,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Xin-Nian', 'last_name': 'Wang', 'fullName': 'Wang, Xin-Nian', 'id': '3528814', 'affiliation': 'Central China Normal Univ / Lawrence Berkeley National Lab', 'emailHash': 'f6585e982442d97782f38b7bebbc23fc', 'db_id': 3528814, 'person_id': 3638583}"
New theoretical developments,parallel,(3+1)D Viscous Anisotropic Hydrodynamics for Nonconformal Fluids,"McNelis, Mike",The Ohio State University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Mike', 'last_name': 'McNelis', 'fullName': 'McNelis, Mike', 'id': '3529026', 'affiliation': 'The Ohio State University', 'emailHash': '9f691eabaf7df072aa1ec5f7efd7058f', 'db_id': 3529026, 'person_id': 3640565}"
New theoretical developments,parallel,A resummed method of moments for the relativistic hydrodynamic expansion,"Tinti, Leonardo",The Ohio State University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Leonardo', 'last_name': 'Tinti', 'fullName': 'Tinti, Leonardo', 'id': '3529041', 'affiliation': 'The Ohio State University', 'emailHash': '8dac539203aad13c6fa6ff61c5cad3fd', 'db_id': 3529041, 'person_id': 3587387}"
